ID,Mot_Vedette,Prononciation,Catégorie_Grammaticale,Classe_Nominale,Sens_ID,Définition,Traduction_Française,Catégorie_Grammaticale_Traduction_Française_Mot_Vedette,Phrase_Illustration,Traduction_Française_Phrase_Illustration
gaañ-gaañ1,gaañ-gaañ,ga:ɲga:ɲ,turu bokkaale,b-,gaañ-gaañ1_1,jëmmi meettit,blessure,nom,Gaañ-gaañ bu doy waar la am ci bopp.,Il a une blessure grave à la tête.
gaañu1,gaañu,ga:ɲu,waxe-nekkin,,gaañu1_1,ame meettit,être blessé,verbe,Dafa gaañu ci baaraam.,Il est blessé au doigt.
gaañu1,gaañu,ga:ɲu,waxe-nekkin,,gaañu1_1,ame meettit,être blessé,verbe,Dafa gaañu ci baaraam.,Il est blessé au doigt.
gaañu-gaañu1,gaañu-gaañu,ga:ɲuga:ɲu,turu bokkaale,b-,gaañu-gaañu1_1,jëmmi meettit,blessure,nom,Gaañu-gaañu bu doy waar la am ci bopp.,Il a une blessure grave à la tête.
gaañu-gaañu1,gaañu-gaañu,ga:ɲuga:ɲu,turu bokkaale,b-,gaañu-gaañu1_1,jëmmi meettit,blessure,nom,Gaañu-gaañu bu doy waar la am ci bopp.,Il a une blessure grave à la tête.
gaanuwaay1,gaanuwaay,ga:nuwa:j,waxe-jëfin,,gaanuwaay1_1,saw,uriner,verbe,Dafa bëgg gaanuwaay.,Il a envie d'uriner
gaanuwaay1,gaanuwaay,ga:nuwa:j,turu bokkaale,b-,gaanuwaay1_1,bérëb bi ñuy sawee,urinoir,nom,Gaanuwaay bii dafa xasaw.,Cet urinoir sent mauvais.
gaanuwaay1,gaanuwaay,ga:nuwa:j,waxe-jëfin,,gaanuwaay1_1,saw,uriner,verbe,Dafa bëgg gaanuwaay.,Il a envie d'uriner
gaanuwaay1,gaanuwaay,ga:nuwa:j,turu bokkaale,b-,gaanuwaay1_1,bérëb bi ñuy sawee,urinoir,nom,Gaanuwaay bii dafa xasaw.,Cet urinoir sent mauvais.
gaar1,gaar,ga:r,waxe-jëfin,,gaar1_1,ñaw wala taqale lu xootteeku,raccommoder,verbe,Dafa gaar yére yi.,Il raccommode les vêtements.
gaar1,gaar,ga:r,turu bokkaale,b-,gaar1_1,fi saxar yi di taxaw ngir jël ñiy tukki,gare ferroviaire,nom,Gaar bi dafa sori ak këram.,La gare ferroviaire est loin de sa maison.
gaar1,gaar,ga:r,waxe-jëfin,,gaar1_1,ñaw wala taqale lu xootteeku,raccommoder,verbe,Dafa gaar yére yi.,Il raccommode les vêtements.
gaar1,gaar,ga:r,turu bokkaale,b-,gaar1_1,fi saxar yi di taxaw ngir jël ñiy tukki,gare ferroviaire,nom,Gaar bi dafa sori ak këram.,La gare ferroviaire est loin de sa maison.
gaaraafu1,gaaraafu,ga:ra:fu,waxe-jëfin,,gaaraafu1_1,jëmële wax ci nit te jubëlewooko ko,lancer des piques à quelqu'un,verbe,Dafa koy gaaraafu waaye tontuwu ko.,Elle lui lance des piques mais il ne répond pas.
gaaraafu1,gaaraafu,ga:ra:fu,waxe-jëfin,,gaaraafu1_1,jëmële wax ci nit te jubëlewooko ko,lancer des piques à quelqu'un,verbe,Dafa koy gaaraafu waaye tontuwu ko.,Elle lui lance des piques mais il ne répond pas.
gaaraas1,gaaraas,ga:ra:s,turu bokkaale,b-,gaaraas1_1,fi ñuy jële ndaamar ngir tukki,garage,nom,Ci wetu gaaraas bi la dëkk.,Il habite près du garage.
gaaraas1,gaaraas,ga:ra:s,turu bokkaale,b-,gaaraas1_1,fi ñuy jële ndaamar ngir tukki,garage,nom,Ci wetu gaaraas bi la dëkk.,Il habite près du garage.
gaaruwaale1,gaaruwaale,ga:ruwa:lɛ,waxe-jëfin,,gaaruwaale1_1,jëmële wax ci nit te jubëlewooko ko,lancer des piques à quelqu'un,verbe,Dafa koy gaaruwaale waaye tontuwu ko.,Elle lui lance des piques mais il ne répond pas.
gaaruwaale1,gaaruwaale,ga:ruwa:lɛ,waxe-jëfin,,gaaruwaale1_1,jëmële wax ci nit te jubëlewooko ko,lancer des piques à quelqu'un,verbe,Dafa koy gaaruwaale waaye tontuwu ko.,Elle lui lance des piques mais il ne répond pas.
gaas1,gaas,ga:s,,,gaas1_1,,,,,
gag1,gag,gɐg',,,gag1_1,,,,,
gàjj1,gàjj,gaɟᵊ,,,gàjj1_1,,,,,
gàjj1,gàjj,gaɟᵊ,,,gàjj1_1,,,,,
gàkk1,gàkk,gakʰ,,,gàkk1_1,,,,,
gàkk1,gàkk,gakʰ,,,gàkk1_1,,,,,
gale1,gale,gɐlɛ,,,gale1_1,,,,,
gale1,gale,gɐlɛ,,,gale1_1,,,,,
galgal1,galgal,gɐlgɐl,,,galgal1_1,,,,,
galgal1,galgal,gɐlgɐl,,,galgal1_1,,,,,
gàllankoor1,gàllankoor,gal:ɐŋkɔ:r,,,gàllankoor1_1,,,,,
gàllankoor1,gàllankoor,gal:ɐŋkɔ:r,,,gàllankoor1_1,,,,,
gan1,gan,gɐn',,,gan1_1,,,,,
gan1,gan,gɐn',,,gan1_1,,,,,
gaññ1,gaññ,gɐɲᵊ,,,gaññ1_1,,,,,
gàññ1,gàññ,gaɲᵊ,,,gàññ1_1,,,,,
gàññ1,gàññ,gaɲᵊ,,,gàññ1_1,,,,,
garaandiir1,garaandiir,gɐra:ndi:r,,,garaandiir1_1,,,,,
garaandiir1,garaandiir,gɐra:ndi:r,,,garaandiir1_1,,,,,
garab1,garab,gɐrɐb',,,garab1_1,,,,,
garab1,garab,gɐrɐb',,,garab1_1,,,,,
garbo1,garbo,gɐrbɔ,,,garbo1_1,,,,,
garbo1,garbo,gɐrbɔ,,,garbo1_1,,,,,
gàtt1,gàtt,gatʰ,,,gàtt1_1,,,,,
gàtt1,gàtt,gatʰ,,,gàtt1_1,,,,,
gàttal1,gàttal,gat:ɐl,,,gàttal1_1,,,,,
gàttal1,gàttal,gat:ɐl,,,gàttal1_1,,,,,
geesu1,geesu,gɛ:su,,,geesu1_1,,,,,
géew1,géew,ge:w,,,géew1_1,,,,,
géew1,géew,géew,,,géew1_1,,,,,
géey1,géey,gé:j,,,géey1_1,,,,,
géey1,géey,ge:j,,,géey1_1,,,,,
geg1,geg,gɛg',,,geg1_1,,,,,
geg1,geg,gɛg',,,geg1_1,,,,,
gejj1,gejj,gɛɟᵊ,,,gejj1_1,,,,,
gëñ1,gëñ,gəɲ',,,gëñ1_1,,dents,nom,,
géndël1,géndël,gendəl,,,géndël1_1,,,,,
géndël1,géndël,gendəl,,,géndël1_1,,,,,
génn1,génn,genᵊ,,,génn1_1,,,,,
génn1,génn,genᵊ,,,génn1_1,,,,,
geño1,geño,,,,geño1_1,,,,,
gent1,gent,gɛntʰ,,,gent1_1,,,,,
gent1,gent,gɛntʰ,,,gent1_1,,,,,
gént1,gént,gentʰ,,,gént1_1,,,,,
gént1,gént,gentʰ,,,gént1_1,,,,,
gereew1,gereew,gɛrɛ:w,,,gereew1_1,,,,,
gereew1,gereew,gɛrɛ:w,,,gereew1_1,,,,,
gët1,gët,gət',,,gët1_1,,yeux,nom,,
gis1,gis,gis,,,gis1_1,,,,,
gis1,gis,gis,,,gis1_1,,,,,
gisaane1,gisaane,gisa:nɛ,,,gisaane1_1,,,,,
gisaane1,gisaane,gisa:nɛ,,,gisaane1_1,,,,,
gise1,gise,gisɛ,,,gise1_1,,,,,
gise1,gise,gisɛ,,,gise1_1,,,,,
gitti1,gitti,git:i,,,gitti1_1,,,,,
gitti1,gitti,git:i,,,gitti1_1,,,,,
gom1,gom,gɔm',,,gom1_1,,,,,
gom1,gom,gɔm',,,gom1_1,,,,,
góor1,góor,go:r,,,góor1_1,,,,,
góor1,góor,go:r,,,góor1_1,,,,,
gore1,gore,gɔrɛ,,,gore1_1,,,,,
gore1,gore,gɔrɛ,,,gore1_1,,,,,
gub1,gub,gub',,,gub1_1,,,,,
gub1,gub,gub',,,gub1_1,,,,,
guddi1,guddi,gud:i,,,guddi1_1,,,,,
guddi1,guddi,gud:i,,,guddi1_1,,,,,
gumba1,gumba,gumbɐ,,,gumba1_1,,,,,
gumba1,gumba,gumbɐ,,,gumba1_1,,,,,
gumbe1,gumbe,gumbɛ,,,gumbe1_1,,,,,
gumbe1,gumbe,gumbɛ,,,gumbe1_1,,,,,
gump1,gump,gumpʰ,,,gump1_1,,,,,
gurmet1,gurmet,gurmɛt',,,gurmet1_1,,,,,
gurmet1,gurmet,gurmɛt',,,gurmet1_1,,,,,
guy1,guy,guj,,,guy1_1,,,,,
ijj1,ijj,ʔiɟᵊ,waxe-jëfin,,ijj1_1,jàng araf ak araf,"épeler, lire syllabe par syllabe",verbe,"Mënëgul jàng bu baax, dafay ijj.","Il ne peut pas encore lire couramment, il épèle."
ijj1,ijj,ʔiɟᵊ,waxe-jëfin,,ijj1_1,jàng araf ak araf,"épeler, lire syllabe par syllabe",verbe,"Mënëgul jàng bu baax, dafay ijj.","Il ne peut pas encore lire couramment, il épèle."
ijji1,ijji,ʔiɟ:i,waxe-jëfin,,ijji1_1,jàng araf ak araf,"épeler, lire syllabe par syllabe",verbe,"Mënëgul jàng bu baax, dafay ijj.","Il ne peut pas encore lire couramment, il épèle."
ijji1,ijji,ʔiɟ:i,waxe-jëfin,,ijji1_1,jàng araf ak araf,"épeler, lire syllabe par syllabe",verbe,"Mënëgul jàng bu baax, dafay ijj.","Il ne peut pas encore lire couramment, il épèle."
illa1,illa,ʔil:ɐ,turu bokkaale,g-,illa1_1,fi nit bëgg àgg suy def dara,objectif,nom,Amul benn illa ci li muy def.,Il n'a aucun objectif dans ce qu'il fait.
illa1,illa,ʔil:ɐ,turu bokkaale,g-,illa1_1,fi nit bëgg àgg suy def dara,objectif,nom,Amul benn illa ci li muy def.,Il n'a aucun objectif dans ce qu'il fait.
indaale1,indaale,ʔinda:lɛ,waxe-jëfin,,indaale1_1,ñëw ak yëf,venir avec,verbe,Guro la indaale.,Il est venu avec du cola.
indaale1,indaale,ʔinda:lɛ,waxe-jëfin,,indaale1_1,ñëw ak yëf,venir avec,verbe,Guro la indaale.,Il est venu avec du cola.
indi1,indi,ʔindi,waxe-jëfin,,indi1_1,yóbbul këf nit wala yóbbu nit ci bérëb,"amener, apporter",verbe,Dafa indi ay dàll may ko.,Elle a apporté des chaussures qu'elle lui a offert.
indi1,indi,ʔindi,waxe-jëfin,,indi1_1,yóbbul këf nit wala yóbbu nit ci bérëb,"amener, apporter",verbe,Dafa indi ay dàll may ko.,Elle a apporté des chaussures qu'elle lui a offert.
is1,is,ʔis,,,is1_1,,,,,
isi1,isi,ʔisi,waxe-jëfin,,isi1_1,yóbbul këf nit wala yóbbu nit ci bérëb,"amener, apporter",verbe,Dafa indi ay dàll may ko.,Elle a apporté des chaussures qu'elle lui a offert.
isi1,isi,ʔisi,waxe-jëfin,,isi1_1,yóbbul këf nit wala yóbbu nit ci bérëb,"amener, apporter",verbe,Dafa indi ay dàll may ko.,Elle a apporté des chaussures qu'elle lui a offert.
ja1,ja,ɟɐ,,,ja1_1,,,,,
ja1,ja,ɟɐ,,,ja1_1,,,,,
jaab1,jaab,ɟa:b',waxe-jëfin,,jaab1_1,ni fas di dawee,galoper,verbe,Fas wi mu war mi ngi jaab.,Le cheval qu'il a monté galope.
jaab1,jaab,ɟa:b',waxe-jëfin,,jaab1_1,ni fas di dawee,galoper,verbe,Fas wi mu war mi ngi jaab.,Le cheval qu'il a monté galope.
jaabal1,jaabal,ɟa:bɐl,waxe-jëfin,,jaabal1_1,ni nit di dawloo fas,faire galoper,verbe,Mi ngi jaabal fas wi.,Il fait galoper le cheval.
jaabal1,jaabal,ɟa:bɐl,waxe-jëfin,,jaabal1_1,ni nit di dawloo fas,faire galoper,verbe,Mi ngi jaabal fas wi.,Il fait galoper le cheval.
jaabante1,jaabante,ɟa:bɐntɛ,waxe-jëfin,,jaabante1_1,dem ak dikk,faire des va-et-vient,verbe,Ci suba ba léegi mi ngi jaabante.,Il fait des va-et-vient depuis ce matin.
jaabante1,jaabante,ɟa:bɐntɛ,waxe-jëfin,,jaabante1_1,dem ak dikk,faire des va-et-vient,verbe,Ci suba ba léegi mi ngi jaabante.,Il fait des va-et-vient depuis ce matin.
jaadu1,jaadu,ɟa:du,waxe-nekkin,,jaadu1_1,"lu war, lu dagan",être normal,verbe,Li mu def dafa jaadu.,Ce qu'il a fait est normal.
jaadu1,jaadu,ɟa:du,waxe-nekkin,,jaadu1_1,"lu war, lu dagan",être normal,verbe,Li mu def dafa jaadu.,Ce qu'il a fait est normal.
jaaf1,jaaf,ɟa:f,turu bokkaale,w-,jaaf1_1,karaw yiy nékk ci taatu ginnaaw,poils de la région de l'anus,nom,Jaaf yi la doon wat.,Il rasait les poils de la région de l'anus
jaaf1,jaaf,ɟa:f,turu bokkaale,w-,jaaf1_1,karaw yiy nékk ci taatu ginnaaw,poils de la région de l'anus,nom,Jaaf yi la doon wat.,Il rasait les poils de la région de l'anus
jaag1,jaag,ɟa:g',turu bokkaale,b-,jaag1_1,fi ñuy wale dugub,meule de mil,nom,Mi ngi fomp jaag bi.,Il nettoie la meule de mil.
jaag1,jaag,ɟa:g',turu bokkaale,b-,jaag1_1,fi ñuy wale dugub,meule de mil,nom,Mi ngi fomp jaag bi.,Il nettoie la meule de mil.
jaaloo1,jaaloo,ɟa:lɔ:,waxe-jëfin,,jaaloo1_1,jigéen ju am jëkër juy moy,se livrer à l'adultère (pour une femme),verbe,Ci jaaloo la dëkk.,Elle ne fait que se livrer à l'adultère.
jaaloo1,jaaloo,ɟa:lɔ:,waxe-jëfin,,jaaloo1_1,jigéen ju am jëkër juy moy,se livrer à l'adultère (pour une femme),verbe,Ci jaaloo la dëkk.,Elle ne fait que se livrer à l'adultère.
jaam1,jaam,ɟa:m',turu bokkaale,b-,jaam1_1,nit ku ñu moom,esclave,nom,Da ñu tere ku jënd ay jaam.,Il est interdit d'acheter des esclaves.
jaam1,jaam,ɟa:m',turu bokkaale,b-,jaam1_1,nit ku ñu moom,esclave,nom,Da ñu tere ku jënd ay jaam.,Il est interdit d'acheter des esclaves.
jaambaar1,jaambaar,ɟa:mba:r,turu bokkaale,j-,jaambaar1_1,nit ku ñeme te am fit,personne courageuse,nom,Magam jaambaar la woon.,Son frère était un homme courageux.
jaambaar1,jaambaar,ɟa:mba:r,turu bokkaale,j-,jaambaar1_1,nit ku ñeme te am fit,personne courageuse,nom,Magam jaambaar la woon.,Son frère était un homme courageux.
jaan1,jaan,ɟa:n',turu bokkaale,j-,jaan1_1,xeetu mala,serpent,nom,Jaan la ray démb.,Il a tué un serpent hier.
jaan1,jaan,ɟa:n',turu bokkaale,j-,jaan1_1,xeetu mala,serpent,nom,Jaan la ray démb.,Il a tué un serpent hier.
jaanama1,jaanama,ɟa:nɐmɐ,turu bokkaale,j-,jaanama1_1,safara laaxira,enfer,nom,Jaanama dafay tiitëlaate.,L'enfer fait peur.
jaanama1,jaanama,ɟa:nɐmɐ,turu bokkaale,j-,jaanama1_1,safara laaxira,enfer,nom,Jaanama dafay tiitëlaate.,L'enfer fait peur.
jaanu-géej1,jaanu-géej,ɟa:nuge:ɟ',turu bokkaale,b-,jaanu-géej1_1,xeetu jën,poisson,nom,Jaanu-géej la napp.,Il a pêché un poisson.
jaanu-géej1,jaanu-géej,ɟa:nuge:ɟ',turu bokkaale,b-,jaanu-géej1_1,xeetu jën,poisson,nom,Jaanu-géej la napp.,Il a pêché un poisson.
jaar1,,,,,jaar1_1,xeetu mala,rat palmiste,nom,Jaar ju ngand la rëbb.,Il a chassé un gros rat palmiste.
jaar1,jaar,ɟa:r,waxe-jëfin,,jaar1_1,romb fenn,passer,verbe,Jaar na fi démb di la seet.,Il est passé te voir hier.
jaar1,jaar,ɟa:r,turu bokkaale,j-,jaar1_1,xeetu mala,rat palmiste,nom,Jaar ju ngand la rëbb.,Il a chassé un gros rat palmiste.
jaar1,jaar,ɟa:r,waxe-jëfin,,jaar1_1,romb fenn,passer,verbe,Jaar na fi démb di la seet.,Il est passé te voir hier.
jaaraale1,jaaraale,ɟa:ra:lɛ,waxe-jëfin,,jaaraale1_1,rombale fenn,faire passer par,verbe,Dafa jaaraale xale bi ci paranteer bi.,Elle a fait passer l'enfant par la fenêtre.
jaaraale1,jaaraale,ɟa:ra:lɛ,waxe-jëfin,,jaaraale1_1,rombale fenn,faire passer par,verbe,Dafa jaaraale xale bi ci paranteer bi.,Elle a fait passer l'enfant par la fenêtre.
jaaraama1,jaaraama,ɟa:ra:mɐ,,,jaaraama1_1,,,,,
jaaraama1,jaaraama,ɟa:ra:mɐ,,,jaaraama1_1,,,,,
jaaraamaal1,jaaraamaal,ɟa:ra:ma:l,waxe-jëfin,,jaaraamaal1_1,sant wala gërëm,remercier,verbe,Mu ngi jaaraamaal yaayam ci jaaro bi mu ko may.,Elle remercie sa mère pour la bague qu'elle lui a offert.
jaaraamaal1,jaaraamaal,ɟa:ra:ma:l,waxe-jëfin,,jaaraamaal1_1,sant wala gërëm,remercier,verbe,Mu ngi jaaraamaal yaayam ci jaaro bi mu ko may.,Elle remercie sa mère pour la bague qu'elle lui a offert.
jaarale1,jaarale,ɟa:rɐlɛ,waxe-jëfin,,jaarale1_1,rombale fenn,faire passer par,verbe,Dafa jaarale xale bi ci paranteer bi.,Elle a fait passer l'enfant par la fenêtre.
jaarale1,jaarale,ɟa:rɐlɛ,waxe-jëfin,,jaarale1_1,rombale fenn,faire passer par,verbe,Dafa jaarale xale bi ci paranteer bi.,Elle a fait passer l'enfant par la fenêtre.
jaar-jaar1,jaar-jaar,ɟa:rɟa:r,turu bokkaale,b-,jaar-jaar1_1,,parcours,nom,Am na ci dundam jaar-jaar yu meetti.,Il a eu dans sa vie des parcours difficiles.
jaaro1,jaaro,ɟa:ru,waxe-jëfin,,jaaro1_1,tàngalu ci safara,se réchauffer,verbe,Mu ngi jaaro ci and bi.,Il se réchauffe avec l'encensoir.
jaaro1,jaaro,ɟa:ru,waxe-jëfin,,jaaro1_1,tàngalu ci safara,se réchauffer,verbe,Mu ngi jaaro ci and bi.,Il se réchauffe avec l'encensoir.
jaarukaay1,jaarukaay,ɟa:ruka:j,turu bokkaale,b-,jaarukaay1_1,yoon bu ñu mën jaar,passage,nom,Jaarukaay bii dafa xat ba ñaari nit mënu ñu cee jaarandoo.,Ce passage est étroit de telle sorte que deux personnes ne peuvent pas y passer en même temps.
jaarukaay1,jaarukaay,ɟa:ruka:j,turu bokkaale,b-,jaarukaay1_1,yoon bu ñu mën jaar,passage,nom,Jaarukaay bii dafa xat ba ñaari nit mënu ñu cee jaarandoo.,Ce passage est étroit de telle sorte que deux personnes ne peuvent pas y passer en même temps.
jaas1,jaas,ɟa:s,,,jaas1_1,,,,,
jaas1,jaas,ɟa:s,,,jaas1_1,,,,,
jaasi1,jaasi,ɟa:si,turu bokkaale,j-,jaasi1_1,lu ñuy goree garab,coupe-coupe,nom,Jël na jaasi ji ngir gor garab gi.,Il a pris le coupe-coupe pour abattre l'arbre.
jaasi1,jaasi,ɟa:si,turu bokkaale,j-,jaasi1_1,lu ñuy goree garab,coupe-coupe,nom,Jël na jaasi ji ngir gor garab gi.,Il a pris le coupe-coupe pour abattre l'arbre.
jaasir1,jaasir,ɟa:sir,waxe-nekkin,,jaasir1_1,ku mënul am doom,être stérile,verbe,Fas wii dafa jaasir.,Ce cheval est stérile.
jaasir1,jaasir,ɟa:sir,waxe-nekkin,,jaasir1_1,ku mënul am doom,être stérile,verbe,Fas wii dafa jaasir.,Ce cheval est stérile.
jaat1,jaat,ɟa:t',turu bokkaale,g-,jaat1_1,fi ñuy tek ku febar ngir mën ko toxal,civière,nom,Ay poŋkal ñoo gàddu jaat gi.,C'est des personnes costauds qui portent la civière.
jaat1,jaat,ɟa:t',turu bokkaale,g-,jaat1_1,fi ñuy tek ku febar ngir mën ko toxal,civière,nom,Ay poŋkal ñoo gàddu jaat gi.,C'est des personnes costauds qui portent la civière.
jaawaatle1,jaawaatle,ɟa:wa:tlɛ,waxe-jëfin,,jaawaatle1_1,jaxase ay nit wala ay mbir,confondre,verbe,Damay jaawaatle ñaari seex yii.,Je confond ces deux jumeaux là.
jaawaatle1,jaawaatle,ɟa:wa:tlɛ,waxe-jëfin,,jaawaatle1_1,jaxase ay nit wala ay mbir,confondre,verbe,Damay jaawaatle ñaari seex yii.,Je confond ces deux jumeaux là.
jaawale1,jaawale,ɟa:wɐlɛ,waxe-jëfin,,jaawale1_1,jaxase ay nit wala ay mbir,confondre,verbe,Damay jaawale ñaari seex yii.,Je confond ces deux jumeaux là.
jaawale1,jaawale,ɟa:wɐlɛ,waxe-jëfin,,jaawale1_1,jaxase ay nit wala ay mbir,confondre,verbe,Damay jaawale ñaari seex yii.,Je confond ces deux jumeaux là.
jaaxaan1,jaaxaan,ɟa:xa:n',waxe-nekkin,,jaaxaan1_1,tëdde ginnaaw,se coucher sur le dos,verbe,Dafa jaaxaan ba nelaw.,Il s'est couché sur le dos jusqu'à s'en dormir.
jaaxaan1,jaaxaan,ɟa:xa:n',waxe-nekkin,,jaaxaan1_1,tëdde ginnaaw,se coucher sur le dos,verbe,Dafa jaaxaan ba nelaw.,Il s'est couché sur le dos jusqu'à s'en dormir.
jaaxal1,jaaxal,ɟa:xɐl,waxe-nekkin,,jaaxal1_1,tiit wala waaru,inquiéter,verbe,Li ngay ree jaaxal na ma.,Je m'inquiète de ce que tu rigoles.
jaaxal1,jaaxal,ɟa:xɐl,waxe-nekkin,,jaaxal1_1,tiit wala waaru,inquiéter,verbe,Li ngay ree jaaxal na ma.,Je m'inquiète de ce que tu rigoles.
jaaxle1,jaaxle,ɟa:xlɛ,,,jaaxle1_1,,,,,
jaaxle1,jaaxle,ɟa:xlɛ,,,jaaxle1_1,,,,,
jaay1,jaay,ɟa:j,waxe-jëfin,,jaay1_1,jox nit dara mu wécci la ko xaalis,vendre,verbe,Màngo yu ñor xomb lay jaay.,Il vend des mangues très mûres.
jaay1,jaay,ɟa:j,waxe-jëfin,,jaay1_1,jox nit dara mu wécci la ko xaalis,vendre,verbe,Màngo yu ñor xomb lay jaay.,Il vend des mangues très mûres.
jaayaan1,jaayaan,ɟa:ja:n',,,jaayaan1_1,,,,,
jaayaan1,jaayaan,ɟa:ja:n',,,jaayaan1_1,,,,,
jaaykat1,jaaykat,ɟa:jkɐt',turu bokkaale,b-,jaaykat1_1,nit kuy jaay,vendeur,nom,Tay jaaykat bi jaralul.,Aujourd'hui les affaires n'ont pas marché pour le vendeur.
jaaykat1,jaaykat,ɟa:jkɐt',turu bokkaale,b-,jaaykat1_1,nit kuy jaay,vendeur,nom,Tay jaaykat bi jaralul.,Aujourd'hui les affaires n'ont pas marché pour le vendeur.
jaayu1,jaayu,ɟa:ju,,,jaayu1_1,,,,,
jaayu1,jaayu,ɟa:ju,,,jaayu1_1,,,,,
jabar1,jabar,ɟɐbɐr,,,jabar1_1,,,,,
jabar1,jabar,ɟɐbɐr,,,jabar1_1,,,,,
jaboot1,jaboot,ɟɐbɔ:t',,,jaboot1_1,,,,,
jaboot1,jaboot,ɟɐbɔ:t',,,jaboot1_1,,,,,
jabraan1,jabraan,ɟɐbra:n',,,jabraan1_1,,,,,
jàdd1,jàdd,jadʰ,waxe-jëfin,,jàdd1_1,,Tourner,verbe,,
jàdd1,jàdd,ɟadᵊ,,,jàdd1_1,,,,,
jàdd1,jàdd,ɟadᵊ,,,jàdd1_1,,,,,
jafal1,jafal,ɟɐfɐl,waxe-jëfin,,jafal1_1,taal dara,enflammer,verbe,Dafa jafal këyit gi.,Il a enflammé la feuille de papier.
jafal1,jafal,ɟɐfɐl,waxe-jëfin,,jafal1_1,taal dara,enflammer,verbe,Dafa jafal këyit gi.,Il a enflammé la feuille de papier.
jafe1,jafe,ɟɐfɛ,waxe-nekkin,,jafe1_1,lu meetti,être difficile,verbe,Napp ligéey bu jafe la.,La pêche est un métier dificile.
jafe1,jafe,ɟɐfɛ,waxe-nekkin,,jafe1_1,lu meetti,être difficile,verbe,Napp ligéey bu jafe la.,La pêche est un métier dificile.
jafte1,jafte,ɟɐftɛ,,,jafte1_1,,,,,
jafte1,jafte,ɟɐftɛ,,,jafte1_1,,,,,
jafur1,jafur,ɟɐfur,,,jafur1_1,,,,,
jàjjanti1,jàjjanti,ɟaɟ:ɐnti,,,jàjjanti1_1,,,,,
jàjji1,jàjji,ɟaɟ:i,,,jàjji1_1,,,,,
jàkk1,jàkk,ɟakʰ,,,jàkk1_1,,,,,
jàkk1,jàkk,ɟakʰ,,,jàkk1_1,,,,,
jal1,jal,ɟɐl,,,jal1_1,,,,,
jal1,jal,ɟɐl,,,jal1_1,,,,,
jamaale1,jamaale,ɟɐma:lɛ,,,jamaale1_1,,,,,
jàmb1,jàmb,ɟambᵊ,,,jàmb1_1,,canne à sucre,nom,,
jàmb-suukar1,jàmb-suukar,ɟambᵊsu:kɐr,,,jàmb-suukar1_1,,canne à sucre,nom,,
jamu1,jamu,ɟɐmu,,,jamu1_1,,,,,
jamu1,jamu,ɟɐmu,,,jamu1_1,,,,,
jàng1,jàng,ɟaŋgᵊ,,,jàng1_1,,,,,
jàng1,jàng,jaŋgᵊ,,,jàng1_1,,,,,
jàngu1,jàngu,ɟaŋgu,,,jàngu1_1,,,,,
jàngu1,jàngu,ɟaŋgu,,,jàngu1_1,,,,,
jàpp1,jàpp,ɟapʰ,,,jàpp1_1,,,,,
jàpp1,jàpp,ɟapʰ,,,jàpp1_1,,,,,
jàppandiku1,jàppandiku,ɟap:ɐndiku,,,jàppandiku1_1,,,,,
jàppandiku1,jàppandiku,ɟap:ɐndiku,,,jàppandiku1_1,,,,,
jar1,jar,ɟɐr,,,jar1_1,,,,,
jar1,jar,ɟɐr,,,jar1_1,,,,,
jara1,jara,ɟɐrɐ,,,jara1_1,,,,,
jara1,jara,ɟɐrɐ,,,jara1_1,,,,,
jataŋ1,jataŋ,ɟɐtɐŋ',,,jataŋ1_1,,,,,
jataŋ1,jataŋ,ɟɐtɐŋ',,,jataŋ1_1,,,,,
jaw1,jaw,ɟɐw,,,jaw1_1,,,,,
jaw1,jaw,ɟɐw,,,jaw1_1,,,,,
jaxal1,jaxal,ɟɐxɐl,,,jaxal1_1,,,,,
jaxal1,jaxal,ɟɐxɐl,,,jaxal1_1,,,,,
jay1,jay,ɟɐj,,,jay1_1,,,,,
jéegal1,jéegal,ɟe:gɐl,,,jéegal1_1,,,,,
jéegal1,jéegal,ɟe:gɐl,,,jéegal1_1,,,,,
jëf1,jëf,ɟəf,,,jëf1_1,,,,,
jëf1,jëf,ɟəf,,,jëf1_1,,,,,
jëkk1,jëkk,ɟək:ʰ,turu bokkaale,m-,jëkk1_1,xeetu xar,mouton,nom,dafa jënd ñaari njëk,Il a acheté deux moutons.
jëkk1,jëkk,ɟəkʰ,,,jëkk1_1,xeetu xar/ nekk ci kanam (amd),mouton,nom,dafa jënd ñaari njëk,Il a acheté deux moutons.
jékki1,jékki,ɟek:i,,,jékki1_1,,,,,
jékki1,jékki,ɟek:i,,,jékki1_1,,,,,
jéli1,jéli,ɟeli,,,jéli1_1,,,,,
jéli1,jéli,ɟeli,,,jéli1_1,,,,,
jéng1,jéng,ɟengᵊ,,,jéng1_1,,,,,
jéng1,jéng,ɟengᵊ,,,jéng1_1,,,,,
jigéen1,jigéen,ɟige:n',,,jigéen1_1,,,,,
jiit1,jiit,ɟi:t',,,jiit1_1,,,,,
jiit1,jiit,ɟi:t',,,jiit1_1,,,,,
jongal1,jongal,,,,jongal1_1,,,,,
jongama1,jongama,ɟɔŋgɐmɐ,,,jongama1_1,,,,,
jongama1,jongama,ɟɔŋgɐmɐ,,,jongama1_1,,,,,
joŋante1,joŋante,ɟɔŋɐntɛ,,,joŋante1_1,,,,,
